Transaction Date,Value Date,Transaction Remarks,Cheque Number,Type,Transaction Amount,Balance
13-FEB-2026,13-FEB-2026,UPI/755192140720/PAYTM FASTAG RECHARGE/PYTM,,DR,715.24,187010.95
14-FEB-2026,14-FEB-2026,POS 4214XXXXXXXX5333 IRCTC RAIL TICKET BOOKING,,DR,1963.58,185047.37
14-FEB-2026,14-FEB-2026,POS 4546XXXXXXXX5473 PVR CINEMAS LTD,,DR,594.81,184452.56
14-FEB-2026,14-FEB-2026,POS 4827XXXXXXXX3336 STARBUCKS COFFEE INDIA,,DR,602.64,183849.92
14-FEB-2026,14-FEB-2026,UPI/996427793395/LICIOUS MEAT DELIVERY/HDFC,,DR,569.36,183280.56
14-FEB-2026,14-FEB-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,726.00,182554.56
16-FEB-2026,16-FEB-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,180879.56
17-FEB-2026,17-FEB-2026,POS 4486XXXXXXXX8403 MCDONALDS INDIA PVT,,DR,309.21,180570.35
18-FEB-2026,18-FEB-2026,POS 5358XXXXXXXX7080 STARBUCKS COFFEE INDIA,,DR,433.91,180136.44
18-FEB-2026,18-FEB-2026,UPI/886872311946/URBAN COMPANY SALON/HDFC,,DR,1611.73,178524.71
18-FEB-2026,18-FEB-2026,UPI/935037701717/LICIOUS MEAT DELIVERY/HDFC,,DR,817.96,177706.75
19-FEB-2026,19-FEB-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,177496.75
19-FEB-2026,19-FEB-2026,POS 4395XXXXXXXX6839 MCDONALDS INDIA PVT,,DR,271.95,177224.80
19-FEB-2026,19-FEB-2026,UPI/526633004533/CRED CLUB CREDIT CARD BILL/AXIS,,DR,5310.54,171914.26
19-FEB-2026,19-FEB-2026,UPI/763500147613/RAPIDO BIKE TAXI/YESB,,DR,81.14,171833.12
20-FEB-2026,20-FEB-2026,UPI/427953345078/DOMINOS PIZZA IND/ICIC,,DR,571.15,171261.97
21-FEB-2026,21-FEB-2026,UPI/206533163618/SWIGGY FOOD ORDER/HDFC,,DR,613.38,170648.59
21-FEB-2026,21-FEB-2026,UPI/946388084195/NAMMA YATRI/AXIS,,DR,104.28,170544.31
22-FEB-2026,22-FEB-2026,UPI/789851183915/OLA CABS ANI TECH/PAYTM,,DR,267.44,170276.87
26-FEB-2026,26-FEB-2026,UPI/616574956818/LICIOUS MEAT DELIVERY/HDFC,,DR,1371.84,168905.03
26-FEB-2026,26-FEB-2026,UPI/688681436040/APOLLO PHARMACY/HDFC,,DR,650.91,168254.12
26-FEB-2026,26-FEB-2026,UPI/819078979734/AMAZON SELLER SERV REFUND/HDFC,,CR,2863.50,171117.62
27-FEB-2026,27-FEB-2026,POS 4300XXXXXXXX3400 DMART AVENUE SUPERMARTS,,DR,2914.00,168203.62
27-FEB-2026,27-FEB-2026,POS 5405XXXXXXXX9468 IRCTC RAIL TICKET BOOKING,,DR,1406.32,166797.30
02-MAR-2026,02-MAR-2026,UPI/304349397832/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,138797.30
02-MAR-2026,02-MAR-2026,UPI/381703415075/OLA CABS ANI TECH/PAYTM,,DR,437.20,138360.10
03-MAR-2026,03-MAR-2026,UPI/602675606582/UBER INDIA SYSTEMS/HDFC,,DR,553.07,137807.03
03-MAR-2026,03-MAR-2026,UPI/758438380358/COUNTRY DELIGHT MILK/AXIS,,DR,394.88,137412.15
04-MAR-2026,04-MAR-2026,UPI/814150564244/COUNTRY DELIGHT MILK/AXIS,,DR,708.26,136703.89
05-MAR-2026,05-MAR-2026,POS 4811XXXXXXXX4233 AMAZON SELLER SERVICES,,DR,4925.29,131778.60
05-MAR-2026,05-MAR-2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,DR,1199.00,130579.60
06-MAR-2026,06-MAR-2026,POS 4132XXXXXXXX1484 DECATHLON SPORTS INDIA,,DR,3358.84,127220.76
06-MAR-2026,06-MAR-2026,UPI/225277039866/ZERODHA BROKING MF SIP/ZERO,,DR,12000.00,115220.76
06-MAR-2026,06-MAR-2026,UPI/230621985292/PHARMEASY ONLINE/ICIC,,DR,403.12,114817.64
07-MAR-2026,07-MAR-2026,ACH DR NETFLIX ENTERTAINMENT SVC,,DR,649.00,114168.64
07-MAR-2026,07-MAR-2026,UPI/426219618804/ZOMATO ONLINE ORDER/YESB,,DR,871.06,113297.58
07-MAR-2026,07-MAR-2026,UPI/762673892089/LICIOUS MEAT DELIVERY/HDFC,,DR,578.10,112719.48
08-MAR-2026,08-MAR-2026,POS 4969XXXXXXXX8749 CHAAYOS TEA CAFE,,DR,316.79,112402.69
08-MAR-2026,08-MAR-2026,UPI/658943643898/NYKAA ECOMM/ICIC,,DR,1256.86,111145.83
08-MAR-2026,08-MAR-2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,DR,2527.52,108618.31
09-MAR-2026,09-MAR-2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,DR,2450.00,106168.31
09-MAR-2026,09-MAR-2026,POS 4634XXXXXXXX5659 MCDONALDS INDIA PVT,,DR,205.90,105962.41
09-MAR-2026,09-MAR-2026,UPI/260076071152/OLA CABS ANI TECH/PAYTM,,DR,692.78,105269.63
11-MAR-2026,11-MAR-2026,ACH DR SPOTIFY INDIA PREMIUM,,DR,149.00,105120.63
11-MAR-2026,11-MAR-2026,UPI/720902600970/DOMINOS PIZZA IND/ICIC,,DR,660.75,104459.88
12-MAR-2026,12-MAR-2026,IMPS CR-297975728-MERIDIAN LABS-INVOICE SETTLEMENT,,CR,38659.76,143119.64
12-MAR-2026,12-MAR-2026,POS 4916XXXXXXXX3063 HPCL PETROL PUMP,,DR,3024.17,140095.47
12-MAR-2026,12-MAR-2026,UPI/322206088701/APOLLO PHARMACY/HDFC,,DR,1135.12,138960.35
12-MAR-2026,12-MAR-2026,UPI/987205018948/MAHANAGAR GAS BILL PAY/MGAS,,DR,994.28,137966.07
13-MAR-2026,13-MAR-2026,UPI/861526063375/OLA CABS ANI TECH/PAYTM,,DR,688.65,137277.42
14-MAR-2026,14-MAR-2026,NEFT DR-INCOME TAX DEPT-ADVANCE TAX INSTALMENT,,DR,77162.67,60114.75
14-MAR-2026,14-MAR-2026,POS 4207XXXXXXXX7782 STEAM GAMES VALVE CORP,,DR,858.92,59255.83
14-MAR-2026,14-MAR-2026,UPI/961809439866/RAPIDO BIKE TAXI/YESB,,DR,219.88,59035.95
14-MAR-2026,14-MAR-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,726.00,58309.95
15-MAR-2026,15-MAR-2026,POS 5467XXXXXXXX5890 DMART AVENUE SUPERMARTS,,DR,1532.19,56777.76
15-MAR-2026,15-MAR-2026,UPI/232894727470/PAYTM FASTAG RECHARGE/PYTM,,DR,716.66,56061.10
15-MAR-2026,15-MAR-2026,UPI/615455003546/NYKAA ECOMM/ICIC,,DR,2091.54,53969.56
16-MAR-2026,16-MAR-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,52294.56
16-MAR-2026,16-MAR-2026,POS 4763XXXXXXXX4976 CHAAYOS TEA CAFE,,DR,128.90,52165.66
17-MAR-2026,17-MAR-2026,UPI/904206056094/PAYTM FASTAG RECHARGE/PYTM,,DR,526.38,51639.28
18-MAR-2026,18-MAR-2026,POS 5187XXXXXXXX6717 MCDONALDS INDIA PVT,,DR,558.70,51080.58
18-MAR-2026,18-MAR-2026,UPI/345734900039/SWIGGY FOOD ORDER/HDFC,,DR,1249.00,49831.58
18-MAR-2026,18-MAR-2026,UPI/481727687611/SWIGGY FOOD ORDER/HDFC,,DR,1249.00,48582.58
19-MAR-2026,19-MAR-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,48372.58
19-MAR-2026,19-MAR-2026,POS 4706XXXXXXXX3962 THIRD WAVE COFFEE,,DR,362.55,48010.03
20-MAR-2026,20-MAR-2026,UPI/604425442615/WOW MOMO FOODS/AXIS,,DR,302.28,47707.75
21-MAR-2026,21-MAR-2026,ATW-5442XXXXXXXX2115-HDFC BANK ATM CASH WITHDRAWAL,,DR,10000.00,37707.75
21-MAR-2026,21-MAR-2026,UPI/240300234347/PAYTM FASTAG RECHARGE/PYTM,,DR,705.68,37002.07
21-MAR-2026,21-MAR-2026,UPI/843608674003/BARBEQUE NATION HOSP/HDFC,,DR,3650.48,33351.59
22-MAR-2026,22-MAR-2026,POS 5381XXXXXXXX5062 DMART AVENUE SUPERMARTS,,DR,3081.23,30270.36
22-MAR-2026,22-MAR-2026,UPI/249358512312/CRED CLUB CREDIT CARD BILL/AXIS,,DR,8983.47,21286.89
22-MAR-2026,22-MAR-2026,UPI/576878955306/SWIGGY FOOD ORDER/HDFC,,DR,519.56,20767.33
24-MAR-2026,24-MAR-2026,UPI/580095997877/UBER INDIA SYSTEMS/HDFC,,DR,161.75,20605.58
28-MAR-2026,28-MAR-2026,UPI/376877370697/BOOKMYSHOW TICKETS/HDFC,,DR,502.16,20103.42
29-MAR-2026,29-MAR-2026,POS 4600XXXXXXXX4791 THIRD WAVE COFFEE,,DR,512.86,19590.56
29-MAR-2026,29-MAR-2026,UPI/390518542009/BIGBASKET SUPERMKT/ICIC,,DR,2212.91,17377.65
29-MAR-2026,29-MAR-2026,UPI/637380707802/UBER INDIA SYSTEMS/HDFC,,DR,464.07,16913.58
30-MAR-2026,30-MAR-2026,POS 4795XXXXXXXX3403 PRACTO CONSULT,,DR,772.08,16141.50
31-MAR-2026,31-MAR-2026,POS 5548XXXXXXXX3754 MCDONALDS INDIA PVT,,DR,368.65,15772.85
02-APR-2026,02-APR-2026,UPI/643506750169/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,-12227.15
03-APR-2026,03-APR-2026,POS 4016XXXXXXXX4407 CHAAYOS TEA CAFE,,DR,209.68,-12436.83
03-APR-2026,03-APR-2026,UPI/978089195989/APOLLO PHARMACY/HDFC,,DR,308.92,-12745.75
04-APR-2026,04-APR-2026,POS 4760XXXXXXXX9909 PVR CINEMAS LTD,,DR,1080.12,-13825.87
04-APR-2026,04-APR-2026,UPI/379957012892/UBER INDIA SYSTEMS/HDFC,,DR,110.37,-13936.24
05-APR-2026,05-APR-2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,DR,1199.00,-15135.24
06-APR-2026,06-APR-2026,UPI/565968056859/ZERODHA BROKING MF SIP/ZERO,,DR,12000.00,-27135.24
07-APR-2026,07-APR-2026,ACH DR NETFLIX ENTERTAINMENT SVC,,DR,649.00,-27784.24
07-APR-2026,07-APR-2026,POS 4003XXXXXXXX5848 IKEA INDIA PVT LTD,,DR,6911.56,-34695.80
07-APR-2026,07-APR-2026,UPI/341360465334/OLA CABS ANI TECH/PAYTM,,DR,575.79,-35271.59
07-APR-2026,07-APR-2026,UPI/904248861065/SWIGGY FOOD ORDER/HDFC,,DR,437.37,-35708.96
08-APR-2026,08-APR-2026,POS 4129XXXXXXXX6541 LAKME SALON,,DR,2184.07,-37893.03
08-APR-2026,08-APR-2026,POS 4341XXXXXXXX3985 THIRD WAVE COFFEE,,DR,186.71,-38079.74
08-APR-2026,08-APR-2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,DR,1653.87,-39733.61
09-APR-2026,09-APR-2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,DR,2450.00,-42183.61
09-APR-2026,09-APR-2026,POS 5552XXXXXXXX1312 DMART AVENUE SUPERMARTS,,DR,1695.31,-43878.92
09-APR-2026,09-APR-2026,UPI/946914084608/WOW MOMO FOODS/AXIS,,DR,170.02,-44048.94
11-APR-2026,11-APR-2026,ACH DR SPOTIFY INDIA PREMIUM,,DR,149.00,-44197.94
11-APR-2026,11-APR-2026,POS 4998XXXXXXXX1697 CHAAYOS TEA CAFE,,DR,225.80,-44423.74
12-APR-2026,12-APR-2026,IMPS CR-252806248-KETTLE & CO-INVOICE SETTLEMENT,,CR,128995.09,84571.35
12-APR-2026,12-APR-2026,POS 4279XXXXXXXX4097 STEAM GAMES VALVE CORP,,DR,2079.73,82491.62
12-APR-2026,12-APR-2026,UPI/151266543118/NAMMA YATRI/AXIS,,DR,312.65,82178.97
12-APR-2026,12-APR-2026,UPI/159322897226/DOMINOS PIZZA IND/ICIC,,DR,804.91,81374.06
12-APR-2026,12-APR-2026,UPI/802263158277/NYKAA ECOMM/ICIC,,DR,2977.05,78397.01
12-APR-2026,12-APR-2026,UPI/815476681025/MAHANAGAR GAS BILL PAY/MGAS,,DR,916.93,77480.08
13-APR-2026,13-APR-2026,IMPS CR-393082339-KETTLE & CO-INVOICE SETTLEMENT,,CR,133499.10,210979.18
13-APR-2026,13-APR-2026,UPI/217392928569/RAPIDO BIKE TAXI/YESB,,DR,109.61,210869.57
13-APR-2026,13-APR-2026,UPI/383490047593/BIGBASKET SUPERMKT/ICIC,,DR,3045.21,207824.36
14-APR-2026,14-APR-2026,ATW-5107XXXXXXXX4796-HDFC BANK ATM CASH WITHDRAWAL,,DR,10000.00,197824.36
14-APR-2026,14-APR-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,726.00,197098.36
16-APR-2026,16-APR-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,195423.36
16-APR-2026,16-APR-2026,POS 4018XXXXXXXX2805 LAKME SALON,,DR,1166.94,194256.42
17-APR-2026,17-APR-2026,UPI/151290269046/SWIGGY FOOD ORDER/HDFC,,DR,522.78,193733.64
17-APR-2026,17-APR-2026,UPI/946768162342/AMAZON SELLER SERV REFUND/HDFC,,CR,2988.37,196722.01
18-APR-2026,18-APR-2026,POS 5018XXXXXXXX5311 STARBUCKS COFFEE INDIA,,DR,434.62,196287.39
18-APR-2026,18-APR-2026,UPI/730210862532/BIGBASKET SUPERMKT/ICIC,,DR,2598.49,193688.90
19-APR-2026,19-APR-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,193478.90
19-APR-2026,19-APR-2026,POS 4074XXXXXXXX6181 DMART AVENUE SUPERMARTS,,DR,1623.28,191855.62
19-APR-2026,19-APR-2026,UPI/307974049847/BARBEQUE NATION HOSP/HDFC,,DR,1592.92,190262.70
21-APR-2026,21-APR-2026,POS 5167XXXXXXXX1874 MCDONALDS INDIA PVT,,DR,495.74,189766.96
22-APR-2026,22-APR-2026,POS 5214XXXXXXXX6066 THIRD WAVE COFFEE,,DR,229.14,189537.82
22-APR-2026,22-APR-2026,UPI/461131096333/APOLLO PHARMACY/HDFC,,DR,555.53,188982.29
23-APR-2026,23-APR-2026,ATW-4136XXXXXXXX1159-HDFC BANK ATM CASH WITHDRAWAL,,DR,3000.00,185982.29
23-APR-2026,23-APR-2026,POS 4163XXXXXXXX4224 DECATHLON SPORTS INDIA,,DR,3142.93,182839.36
23-APR-2026,23-APR-2026,UPI/243923356616/SWIGGY FOOD ORDER/HDFC,,DR,313.73,182525.63
25-APR-2026,25-APR-2026,POS 5059XXXXXXXX2791 THIRD WAVE COFFEE,,DR,381.10,182144.53
26-APR-2026,26-APR-2026,POS 5310XXXXXXXX3864 PRACTO CONSULT,,DR,1066.25,181078.28
26-APR-2026,26-APR-2026,UPI/242777825277/PAYTM FASTAG RECHARGE/PYTM,,DR,790.36,180287.92
27-APR-2026,27-APR-2026,POS 4608XXXXXXXX1591 HPCL PETROL PUMP,,DR,1988.03,178299.89
28-APR-2026,28-APR-2026,UPI/974354152953/BEHROUZ BIRYANI/PAYTM,,DR,543.11,177756.78
29-APR-2026,29-APR-2026,POS 4647XXXXXXXX6141 CHAAYOS TEA CAFE,,DR,233.11,177523.67
01-MAY-2026,01-MAY-2026,UPI/118174409656/ZOMATO ONLINE ORDER/YESB,,DR,446.40,177077.27
02-MAY-2026,02-MAY-2026,UPI/443629171466/ZEPTO NOW/YESB,,DR,893.40,176183.87
02-MAY-2026,02-MAY-2026,UPI/830651163052/OLA CABS ANI TECH/PAYTM,,DR,534.48,175649.39
02-MAY-2026,02-MAY-2026,UPI/875355084202/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,147649.39
03-MAY-2026,03-MAY-2026,POS 4185XXXXXXXX3854 THIRD WAVE COFFEE,,DR,303.37,147346.02
03-MAY-2026,03-MAY-2026,POS 4890XXXXXXXX3738 PRACTO CONSULT,,DR,915.84,146430.18
04-MAY-2026,04-MAY-2026,UPI/303062495325/UBER INDIA SYSTEMS/HDFC,,DR,123.09,146307.09
04-MAY-2026,04-MAY-2026,UPI/812499383748/BEHROUZ BIRYANI/PAYTM,,DR,706.48,145600.61
05-MAY-2026,05-MAY-2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,DR,1199.00,144401.61
06-MAY-2026,06-MAY-2026,POS 5241XXXXXXXX1164 DECATHLON SPORTS INDIA,,DR,1762.65,142638.96
06-MAY-2026,06-MAY-2026,UPI/373162393760/ZERODHA BROKING MF SIP/ZERO,,DR,12000.00,130638.96
06-MAY-2026,06-MAY-2026,UPI/697984146382/SWIGGY FOOD ORDER/HDFC,,DR,698.70,129940.26
07-MAY-2026,07-MAY-2026,ACH DR NETFLIX ENTERTAINMENT SVC,,DR,649.00,129291.26
07-MAY-2026,07-MAY-2026,UPI/116350583841/ZOMATO ONLINE ORDER/YESB,,DR,699.12,128592.14
08-MAY-2026,08-MAY-2026,UPI/845602451807/WOW MOMO FOODS/AXIS,,DR,300.13,128292.01
08-MAY-2026,08-MAY-2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,DR,2709.93,125582.08
09-MAY-2026,09-MAY-2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,DR,2450.00,123132.08
09-MAY-2026,09-MAY-2026,POS 4609XXXXXXXX8718 HPCL PETROL PUMP,,DR,3369.05,119763.03
09-MAY-2026,09-MAY-2026,UPI/605859981141/ZOMATO ONLINE ORDER/YESB,,DR,596.91,119166.12
10-MAY-2026,10-MAY-2026,POS 4518XXXXXXXX4551 STARBUCKS COFFEE INDIA,,DR,375.51,118790.61
10-MAY-2026,10-MAY-2026,UPI/802325028888/URBAN COMPANY SALON/HDFC,,DR,1477.49,117313.12
11-MAY-2026,11-MAY-2026,ACH DR SPOTIFY INDIA PREMIUM,,DR,149.00,117164.12
11-MAY-2026,11-MAY-2026,POS 4718XXXXXXXX7113 STARBUCKS COFFEE INDIA,,DR,404.77,116759.35
12-MAY-2026,12-MAY-2026,UPI/639722851690/URBAN COMPANY SALON/HDFC,,DR,773.46,115985.89
12-MAY-2026,12-MAY-2026,UPI/882878079439/MAHANAGAR GAS BILL PAY/MGAS,,DR,731.78,115254.11
13-MAY-2026,13-MAY-2026,POS 5111XXXXXXXX9387 CHAAYOS TEA CAFE,,DR,213.36,115040.75
13-MAY-2026,13-MAY-2026,UPI/242604972440/RAPIDO BIKE TAXI/YESB,,DR,74.35,114966.40
14-MAY-2026,14-MAY-2026,UPI/580408147971/RAPIDO BIKE TAXI/YESB,,DR,215.28,114751.12
14-MAY-2026,14-MAY-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,900.00,113851.12
15-MAY-2026,15-MAY-2026,UPI/167051897708/NYKAA ECOMM/ICIC,,DR,1732.98,112118.14
15-MAY-2026,15-MAY-2026,UPI/335993543184/RAPIDO BIKE TAXI/YESB,,DR,128.91,111989.23
16-MAY-2026,16-MAY-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,110314.23
16-MAY-2026,16-MAY-2026,POS 5378XXXXXXXX7196 MCDONALDS INDIA PVT,,DR,392.51,109921.72
17-MAY-2026,17-MAY-2026,IMPS CR-692016648-BLUEPRINT STUDIO-INVOICE SETTLEMENT,,CR,58521.11,168442.83
17-MAY-2026,17-MAY-2026,UPI/560524791225/BEHROUZ BIRYANI/PAYTM,,DR,1081.44,167361.39
18-MAY-2026,18-MAY-2026,IMPS CR-608309941-MERIDIAN LABS-INVOICE SETTLEMENT,,CR,49736.73,217098.12
19-MAY-2026,19-MAY-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,216888.12
19-MAY-2026,19-MAY-2026,POS 5287XXXXXXXX3750 DECATHLON SPORTS INDIA,,DR,4326.61,212561.51
19-MAY-2026,19-MAY-2026,UPI/366537685622/SWIGGY FOOD ORDER/HDFC,,DR,351.58,212209.93
20-MAY-2026,20-MAY-2026,ATW-4155XXXXXXXX5999-HDFC BANK ATM CASH WITHDRAWAL,,DR,5000.00,207209.93
20-MAY-2026,20-MAY-2026,UPI/843781372583/OLA CABS ANI TECH/PAYTM,,DR,669.11,206540.82
22-MAY-2026,22-MAY-2026,POS 4799XXXXXXXX6239 HPCL PETROL PUMP,,DR,2073.45,204467.37
23-MAY-2026,23-MAY-2026,POS 5297XXXXXXXX6386 PVR CINEMAS LTD,,DR,397.75,204069.62
23-MAY-2026,23-MAY-2026,UPI/405229831120/WOW MOMO FOODS/AXIS,,DR,610.88,203458.74
24-MAY-2026,24-MAY-2026,UPI/879727546414/OLA CABS ANI TECH/PAYTM,,DR,136.28,203322.46
24-MAY-2026,24-MAY-2026,UPI/974884680912/CRED CLUB CREDIT CARD BILL/AXIS,,DR,10679.64,192642.82
25-MAY-2026,25-MAY-2026,POS 4962XXXXXXXX3847 MCDONALDS INDIA PVT,,DR,441.35,192201.47
26-MAY-2026,26-MAY-2026,UPI/212074390242/OLA CABS ANI TECH/PAYTM,,DR,452.87,191748.60
31-MAY-2026,31-MAY-2026,POS 5329XXXXXXXX3583 PVR CINEMAS LTD,,DR,1133.10,190615.50
31-MAY-2026,31-MAY-2026,UPI/536557694026/DOMINOS PIZZA IND/ICIC,,DR,928.95,189686.55
01-JUN-2026,01-JUN-2026,UPI/100055296835/BARBEQUE NATION HOSP/HDFC,,DR,2607.14,187079.41
02-JUN-2026,02-JUN-2026,POS 4149XXXXXXXX5173 AMAZON SELLER SERVICES,,DR,1327.44,185751.97
02-JUN-2026,02-JUN-2026,UPI/939234063909/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,157751.97
03-JUN-2026,03-JUN-2026,UPI/255597932290/RAPIDO BIKE TAXI/YESB,,DR,130.78,157621.19
03-JUN-2026,03-JUN-2026,UPI/336848150717/BIGBASKET SUPERMKT/ICIC,,DR,1280.63,156340.56
04-JUN-2026,04-JUN-2026,IMPS CR-572391875-KETTLE & CO-INVOICE SETTLEMENT,,CR,134257.74,290598.30
04-JUN-2026,04-JUN-2026,UPI/493978096030/ZEPTO NOW/YESB,,DR,736.42,289861.88
04-JUN-2026,04-JUN-2026,UPI/651077998528/ZOMATO ONLINE ORDER/YESB,,DR,482.84,289379.04
05-JUN-2026,05-JUN-2026,UPI/371289996932/ZEPTO NOW/YESB,,DR,1059.46,288319.58
05-JUN-2026,05-JUN-2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,DR,1199.00,287120.58
06-JUN-2026,06-JUN-2026,POS 4561XXXXXXXX5745 IRCTC RAIL TICKET BOOKING,,DR,1528.83,285591.75
06-JUN-2026,06-JUN-2026,POS 4996XXXXXXXX5567 MYNTRA DESIGNS PVT LTD,,DR,2185.68,283406.07
06-JUN-2026,06-JUN-2026,POS 5324XXXXXXXX9792 STARBUCKS COFFEE INDIA,,DR,313.70,283092.37
06-JUN-2026,06-JUN-2026,POS 5452XXXXXXXX8424 PVR CINEMAS LTD,,DR,516.87,282575.50
06-JUN-2026,06-JUN-2026,UPI/192468651524/ZERODHA BROKING MF SIP/ZERO,,DR,12000.00,270575.50
06-JUN-2026,06-JUN-2026,UPI/990288634589/BLINKIT GROCERY/HDFC,,DR,693.16,269882.34
07-JUN-2026,07-JUN-2026,ACH DR NETFLIX ENTERTAINMENT SVC,,DR,649.00,269233.34
07-JUN-2026,07-JUN-2026,IMPS CR-943382333-NORTHWIND SAAS-INVOICE SETTLEMENT,,CR,140205.88,409439.22
07-JUN-2026,07-JUN-2026,UPI/132475466023/URBAN COMPANY SALON/HDFC,,DR,1290.10,408149.12
08-JUN-2026,08-JUN-2026,POS 4363XXXXXXXX1642 DECATHLON SPORTS INDIA,,DR,3085.41,405063.71
08-JUN-2026,08-JUN-2026,UPI/660536576380/UBER INDIA SYSTEMS/HDFC,,DR,299.30,404764.41
08-JUN-2026,08-JUN-2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,DR,2748.68,402015.73
09-JUN-2026,09-JUN-2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,DR,2450.00,399565.73
09-JUN-2026,09-JUN-2026,POS 4277XXXXXXXX1036 DMART AVENUE SUPERMARTS,,DR,2327.91,397237.82
09-JUN-2026,09-JUN-2026,POS 4982XXXXXXXX7078 HPCL PETROL PUMP,,DR,2594.81,394643.01
11-JUN-2026,11-JUN-2026,ACH DR SPOTIFY INDIA PREMIUM,,DR,149.00,394494.01
11-JUN-2026,11-JUN-2026,POS 4438XXXXXXXX3016 LAKME SALON,,DR,1188.19,393305.82
12-JUN-2026,12-JUN-2026,IMPS CR-806473267-BLUEPRINT STUDIO-INVOICE SETTLEMENT,,CR,88622.54,481928.36
12-JUN-2026,12-JUN-2026,POS 5260XXXXXXXX6991 HPCL PETROL PUMP,,DR,1985.54,479942.82
12-JUN-2026,12-JUN-2026,UPI/183064166068/MAHANAGAR GAS BILL PAY/MGAS,,DR,1029.59,478913.23
13-JUN-2026,13-JUN-2026,POS 4017XXXXXXXX4629 THIRD WAVE COFFEE,,DR,414.06,478499.17
13-JUN-2026,13-JUN-2026,POS 4523XXXXXXXX2624 IRCTC RAIL TICKET BOOKING,,DR,1860.45,476638.72
14-JUN-2026,14-JUN-2026,NEFT DR-INCOME TAX DEPT-ADVANCE TAX INSTALMENT,,DR,50435.68,426203.04
14-JUN-2026,14-JUN-2026,POS 4813XXXXXXXX7481 MAKEMYTRIP FLIGHT BOOKING BLR-GOI,,DR,38400.00,387803.04
14-JUN-2026,14-JUN-2026,POS 5002XXXXXXXX2947 STARBUCKS COFFEE INDIA,,DR,399.74,387403.30
14-JUN-2026,14-JUN-2026,POS 5461XXXXXXXX7769 IRCTC RAIL TICKET BOOKING,,DR,524.33,386878.97
14-JUN-2026,14-JUN-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,900.00,385978.97
15-JUN-2026,15-JUN-2026,POS 4151XXXXXXXX6977 MCDONALDS INDIA PVT,,DR,411.77,385567.20
15-JUN-2026,15-JUN-2026,POS 4819XXXXXXXX7971 TAJ RESORTS HOTEL BOOKING,,DR,46800.00,338767.20
15-JUN-2026,15-JUN-2026,UPI/206917997003/UBER INDIA SYSTEMS/HDFC,,DR,187.66,338579.54
16-JUN-2026,16-JUN-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,336904.54
16-JUN-2026,16-JUN-2026,UPI/303255446555/PHARMEASY ONLINE/ICIC,,DR,980.50,335924.04
18-JUN-2026,18-JUN-2026,ATW-5293XXXXXXXX8181-HDFC BANK ATM CASH WITHDRAWAL,,DR,5000.00,330924.04
18-JUN-2026,18-JUN-2026,UPI/642142106484/RAPIDO BIKE TAXI/YESB,,DR,59.73,330864.31
19-JUN-2026,19-JUN-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,330654.31
19-JUN-2026,19-JUN-2026,POS 5155XXXXXXXX4333 PRACTO CONSULT,,DR,869.52,329784.79
19-JUN-2026,19-JUN-2026,UPI/545350067102/NAMMA YATRI/AXIS,,DR,326.87,329457.92
20-JUN-2026,20-JUN-2026,UPI/239426515615/BEHROUZ BIRYANI/PAYTM,,DR,1069.29,328388.63
20-JUN-2026,20-JUN-2026,UPI/438088499398/BIGBASKET SUPERMKT/ICIC,,DR,872.84,327515.79
